T_merge	T_heap
7.0000005507608876e-06	7.999999979801942e-06
7.999999979801942e-06	9.000000318337698e-06
2.500000027794158e-05	7.999999979801942e-06
4.999999873689376e-06	7.999999979801942e-06
5.99999930273043e-06	6.000000212225132e-06
4.999999873689376e-06	7.0000005507608876e-06
7.999999979801942e-06	7.999999979801942e-06
4.000000444648322e-06	5.99999930273043e-06
6.000000212225132e-06	7.999999979801942e-06
6.999999641266186e-06	7.999999979801942e-06
2.999999196617864e-06	7.0000005507608876e-06
6.999999641266186e-06	4.999999873689376e-06
2.0000006770715117e-06	9.999999747378752e-06
5.000000783184078e-06	6.999999641266186e-06
3.99999953515362e-06	1.0000000656873453e-05
5.199999941396527e-05	7.999999979801942e-06
3.000000106112566e-06	9.000000318337698e-06
1.7999999727180693e-05	9.000000318337698e-06
1.99999976757681e-06	3.000000106112566e-06
2.0000006770715117e-06	5.99999930273043e-06
3.99999953515362e-06	3.99999953515362e-06
3.000000106112566e-06	7.999999979801942e-06
6.000000212225132e-06	8.999999408842996e-06
4.999999873689376e-06	9.000000318337698e-06
3.000000106112566e-06	6.999999641266186e-06
4.000000444648322e-06	6.999999641266186e-06
7.999999979801942e-06	6.999999641266186e-06
3.99999953515362e-06	7.999999979801942e-06
1.99999976757681e-06	6.000000212225132e-06
1.99999976757681e-06	7.999999979801942e-06
1.99999976757681e-06	4.000000444648322e-06
7.0000005507608876e-06	7.999999979801942e-06
4.999999873689376e-06	8.999999408842996e-06
2.89999998130952e-05	7.999999979801942e-06
7.0000005507608876e-06	9.000000318337698e-06
4.999999873689376e-06	7.999999979801942e-06
4.999999873689376e-06	5.99999930273043e-06
3.000000106112566e-06	6.000000212225132e-06
6.000000212225132e-06	7.999999979801942e-06
1.99999976757681e-06	3.99999953515362e-06
2.999999196617864e-06	9.000000318337698e-06
2.999999196617864e-06	6.000000212225132e-06
1.99999976757681e-06	7.0000005507608876e-06
3.000000106112566e-06	6.000000212225132e-06
2.999999196617864e-06	5.99999930273043e-06
6.000000212225132e-06	5.99999930273043e-06
2.999999196617864e-06	6.999999641266186e-06
3.99999953515362e-06	7.0000005507608876e-06
1.2999999853491317e-05	9.000000318337698e-06
3.000000106112566e-06	1.2999999853491317e-05
7.999999979801942e-06	7.999999979801942e-06
3.99999953515362e-06	7.999999979801942e-06
7.999999979801942e-06	9.000000318337698e-06
7.999999979801942e-06	8.999999408842996e-06
7.999999979801942e-06	7.999999979801942e-06
7.999999979801942e-06	7.999999979801942e-06
1.1999999514955562e-05	7.999999979801942e-06
3.999999989900971e-05	7.999999979801942e-06
3.99999953515362e-06	7.999999979801942e-06
6.000000212225132e-06	7.999999979801942e-06
7.0000005507608876e-06	8.999999408842996e-06
4.999999873689376e-06	7.999999979801942e-06
7.999999979801942e-06	1.2000000424450263e-05
7.999999979801942e-06	7.999999979801942e-06
7.0000005507608876e-06	6.999999641266186e-06
7.999999979801942e-06	7.999999979801942e-06
6.999999641266186e-06	6.999999641266186e-06
6.000000212225132e-06	6.999999641266186e-06
6.999999641266186e-06	9.999999747378752e-06
6.000000212225132e-06	9.000000318337698e-06
6.000000212225132e-06	7.999999979801942e-06
7.999999979801942e-06	8.999999408842996e-06
4.000000444648322e-06	8.999999408842996e-06
7.999999979801942e-06	7.999999979801942e-06
4.000000444648322e-06	1.300000076298602e-05
7.999999979801942e-06	9.000000318337698e-06
6.999999641266186e-06	1.4999999621068127e-05
6.000000212225132e-06	9.999999747378752e-06
8.999999408842996e-06	6.999999641266186e-06
4.000000444648322e-06	6.999999641266186e-06
4.999999873689376e-06	1.0000000656873453e-05
7.0000005507608876e-06	9.000000318337698e-06
1.99999976757681e-06	7.999999979801942e-06
4.999999873689376e-06	9.000000318337698e-06
6.999999641266186e-06	7.999999979801942e-06
7.999999979801942e-06	9.999999747378752e-06
1.99999976757681e-06	9.000000318337698e-06
4.000000444648322e-06	8.999999408842996e-06
3.000000106112566e-06	4.999999873689376e-06
7.0000005507608876e-06	7.999999979801942e-06
6.000000212225132e-06	7.999999979801942e-06
4.999999873689376e-06	1.9999999494757503e-05
1.4999999621068127e-05	7.0000005507608876e-06
4.999999873689376e-06	6.000000212225132e-06
4.999999873689376e-06	9.999999747378752e-06
9.000000318337698e-06	8.999999408842996e-06
4.000000444648322e-06	7.999999979801942e-06
4.000000444648322e-06	9.000000318337698e-06
4.000000444648322e-06	4.999999873689376e-06
6.000000212225132e-06	9.000000318337698e-06
4.000000444648322e-06	1.1000000085914508e-05
