T_insertion	T_quick	T_merge	T_heap	T_combination
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	1.9999999998354667e-06	9.999999999177334e-07
2.0000000000575113e-06	5.000000000032756e-06	1.000000000139778e-06	2.9999999999752447e-06	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	2.0000000000575113e-06	2.0000000000575113e-06
9.999999999177334e-07	1.000000000139778e-06	2.9999999999752447e-06	2.0000000000575113e-06	2.0000000000575113e-06
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	1.9999999998354667e-06
2.0000000000575113e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	1.9999999998354667e-06	9.999999999177334e-07
2.0000000000575113e-06	1.000000000139778e-06	1.000000000139778e-06	3.0000000001972893e-06	1.9999999998354667e-06
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07
1.9999999998354667e-06	9.999999999177334e-07	1.9999999998354667e-06	9.999999999177334e-07	2.0000000000575113e-06
9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	2.9999999999752447e-06	1.9999999998354667e-06
2.0000000000575113e-06	1.9999999998354667e-06	2.0000000000575113e-06	2.0000000000575113e-06	9.999999999177334e-07
2.9999999999752447e-06	9.999999999177334e-07	9.999999999177334e-07	1.9999999998354667e-06	2.9999999999752447e-06
2.0000000000575113e-06	9.999999999177334e-07	1.9999999998354667e-06	2.9999999999752447e-06	2.0000000000575113e-06
2.0000000000575113e-06	9.999999999177334e-07	1.9999999998354667e-06	3.999999999892978e-06	2.0000000000575113e-06
9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	4.000000000115023e-06
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06
1.9999999998354667e-06	1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06
1.9999999998354667e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
1.9999999998354667e-06	1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06
1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06
1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	1.9999999998354667e-06	9.999999999177334e-07
1.9999999998354667e-06	1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	1.9999999998354667e-06	9.999999999177334e-07
1.000000000139778e-06	1.9999999998354667e-06	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06
1.9999999998354667e-06	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	2.0000000000575113e-06	1.9999999998354667e-06	9.999999999177334e-07	1.000000000139778e-06
9.999999999177334e-07	2.0000000000575113e-06	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07
2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06
1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06
2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	2.0000000000575113e-06
1.000000000139778e-06	2.0000000000575113e-06	2.0000000000575113e-06	1.9999999998354667e-06	1.000000000139778e-06
9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06
9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07
1.000000000139778e-06	2.0000000000575113e-06	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07
1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07	1.9999999998354667e-06
2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07
2.0000000000575113e-06	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07
2.0000000000575113e-06	1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	1.9999999998354667e-06	9.999999999177334e-07	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	1.9999999998354667e-06
9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06	1.000000000139778e-06	9.999999999177334e-07
2.0000000000575113e-06	1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06
9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07
2.0000000000575113e-06	2.0000000000575113e-06	2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06
1.9999999998354667e-06	1.000000000139778e-06	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06
2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	1.9999999998354667e-06
9.999999999177334e-07	9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06	2.0000000000575113e-06
1.000000000139778e-06	2.0000000000575113e-06	2.0000000000575113e-06	2.0000000000575113e-06	9.999999999177334e-07
2.0000000000575113e-06	9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	2.0000000000575113e-06	2.0000000000575113e-06
9.999999999177334e-07	1.000000000139778e-06	1.9999999998354667e-06	9.999999999177334e-07	9.999999999177334e-07
2.0000000000575113e-06	9.999999999177334e-07	1.000000000139778e-06	1.000000000139778e-06	9.999999999177334e-07
9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06
9.999999999177334e-07	9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	1.000000000139778e-06
9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06
9.999999999177334e-07	1.000000000139778e-06	9.999999999177334e-07	2.0000000000575113e-06	1.000000000139778e-06
