T_insertion	T_quick	T_merge	T_heap	T_combination
4.00000001832268e-06	9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07
2.999999992425728e-06	9.999999974752427e-07	1.9999999949504854e-06	1.9999999949504854e-06	1.9999999949504854e-06
1.9999999949504854e-06	9.999999974752427e-07	2.999999992425728e-06	1.0000000258969521e-06	9.999999974752427e-07
6.000000013273166e-06	3.999999989900971e-06	4.00000001832268e-06	4.9999999873762135e-06	4.9999999873762135e-06
2.999999992425728e-06	1.9999999949504854e-06	2.000000023372195e-06	1.9999999949504854e-06	1.9999999949504854e-06
1.9999999949504854e-06	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	1.0000000258969521e-06
2.999999992425728e-06	9.999999974752427e-07	9.999999974752427e-07	1.0000000258969521e-06	9.999999974752427e-07
3.999999989900971e-06	3.0000000208474376e-06	3.0000000208474376e-06	1.9999999949504854e-06	1.9999999949504854e-06
5.999999984851456e-06	5.999999984851456e-06	5.000000015797923e-06	5.000000015797923e-06	3.999999989900971e-06
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06
9.999999974752427e-07	9.999999974752427e-07	9.999999974752427e-07	2.000000023372195e-06	9.999999974752427e-07
9.999999974752427e-07	1.9999999949504854e-06	9.999999974752427e-07	2.999999992425728e-06	9.999999974752427e-07
3.999999989900971e-06	9.999999974752427e-07	9.999999974752427e-07	5.000000015797923e-06	6.000000013273166e-06
6.999999982326699e-06	7.000000010748408e-06	4.00000001832268e-06	5.000000015797923e-06	5.000000015797923e-06
1.9999999949504854e-06	9.999999974752427e-07	1.0000000258969521e-06	9.999999974752427e-07	1.9999999949504854e-06
4.00000001832268e-06	9.999999974752427e-07	2.000000023372195e-06	1.9999999949504854e-06	9.999999974752427e-07
6.000000013273166e-06	2.999999992425728e-06	1.9999999949504854e-06	2.000000023372195e-06	1.9999999949504854e-06
9.000000005698894e-06	1.9999999949504854e-06	2.999999992425728e-06	1.9999999949504854e-06	1.9999999949504854e-06
5.999999984851456e-06	5.999999984851456e-06	3.999999989900971e-06	4.00000001832268e-06	2.999999992425728e-06
9.999999974752427e-07	9.999999974752427e-07	1.9999999949504854e-06	1.9999999949504854e-06	9.999999974752427e-07
